prodcode,CodingSystem,productname,gemscriptcode,source
32090,prodcode,Mefenamic acid 500mg tablets (Actavis UK Ltd),50000020,PNC004
32093,prodcode,Paracetamol 250mg/5ml oral suspension (Rosemont Pharmaceuticals Ltd),50184020,PNC004
32100,prodcode,Ibuprofen 600mg tablets (A A H Pharmaceuticals Ltd),49834020,PNC004
32105,prodcode,Mefenamic acid 500mg tablets (A A H Pharmaceuticals Ltd),50008020,PNC004
32108,prodcode,Diclofenac sodium 25mg gastro-resistant tablets (Teva UK Ltd),59804020,PNC004
32136,prodcode,Ibular 200mg Tablet (Lagap),58455020,PNC004
32154,prodcode,Anadin Soluble tablet (Wyeth Consumer Healthcare),61337020,PNC004
32163,prodcode,Paracetamol 500mg tablets (Vantage),56219020,PNC004
32165,prodcode,Tramadol 50mg Capsule (Generics (UK) Ltd),59495020,PNC004
32227,prodcode,Larafen CR 200mg capsules (Ennogen Pharma Ltd),80610020,PNC004
32234,prodcode,Mefenamic acid 500mg tablets (IVAX Pharmaceuticals UK Ltd),54079020,PNC004
32242,prodcode,Ibuprofen 400mg tablets (Sterwin Medicines),59966020,PNC004
32357,prodcode,MORPHINE SULPHATE 300 MG SUP,2222007,PNC004
32365,prodcode,Relcofen 400mg tablets (Actavis UK Ltd),82149020,PNC004
32366,prodcode,Relcofen 200mg Tablet (Actavis UK Ltd),82148020,PNC004
32425,prodcode,OxyNorm 10mg/1ml solution for injection ampoules (Napp Pharmaceuticals Ltd),92089020,PNC004
32436,prodcode,Codeine 3mg/5ml linctus paediatric (Thornton & Ross Ltd),50965020,PNC004
32450,prodcode,Zamadol 24hr 400mg modified-release tablets (Meda Pharmaceuticals Ltd),89684020,PNC004
32459,prodcode,MORPHINE SULPHATE 50 MG CAP,6958007,PNC004
32460,prodcode,MORPHINE SULPHATE 150 MG CAP,6895007,PNC004
32509,prodcode,Anadin Ibuprofen 200mg tablets (Pfizer Consumer Healthcare Ltd),73886020,PNC004
32510,prodcode,CODEINE LINCTUS,!1417101,PNC004
32519,prodcode,Painex caplets (Sandoz Ltd),86609020,PNC004
32520,prodcode,Opium tincture,53112020,PNC004
32554,prodcode,Placidex 120mg/5ml Oral solution (E C De Witt),81829020,PNC004
32601,prodcode,Econac 100mg suppositories (AMCo),79375020,PNC004
32609,prodcode,Real lemon cold 750mg+10mg+60mg Powder (Sterwin Medicines),50302020,PNC004
32626,prodcode,Paracetamol 150mg / Sodium salicylate 100mg tablets,73383020,PNC004
32641,prodcode,Indometacin 25mg capsules (A A H Pharmaceuticals Ltd),49864020,PNC004
32668,prodcode,KAPAKE INSTS,!8504310,PNC004
32672,prodcode,DISPROL PARACETAMOL SF,!8504298,PNC004
32687,prodcode,DIAMORPHINE & TERPOIN LIN,6687007,PNC004
32688,prodcode,Diagesil 5mg Injection (Berk Pharmaceuticals Ltd),74855020,PNC004
32692,prodcode,Co-codamol 8mg/500mg effervescent tablets (A A H Pharmaceuticals Ltd),56462020,PNC004
32704,prodcode,Advil cold and sinus 200mg+30mg Tablet (Wyeth Consumer Healthcare),86005020,PNC004
32766,prodcode,Paracetamol 500mg/50ml solution for infusion vials,89486020,PNC004
32831,prodcode,Pethidine 100mg/2ml Injection (Roche Products Ltd),50250020,PNC004
32839,prodcode,Paracetamol 500mg tablets (A A H Pharmaceuticals Ltd),51549020,PNC004
32854,prodcode,Diclofenac sodium 75mg modified-release capsules (A A H Pharmaceuticals Ltd),69320020,PNC004
32862,prodcode,Ibuprofen 100mg/5ml oral suspension sugar free (Thornton & Ross Ltd),71142020,PNC004
32875,prodcode,Ibuprofen 400mg tablets (Sandoz Ltd),59471020,PNC004
32891,prodcode,Syndol caplets (Sanofi),51786020,PNC004
32897,prodcode,Diamorphine 5mg powder for solution for injection ampoules (Novartis Vaccines and Diagnostics Ltd),49451020,PNC004
32926,prodcode,Co-dydramol 10mg/500mg tablets (Actavis UK Ltd),49347020,PNC004
32942,prodcode,Paracetamol 1000mg with diphenhydramine 25mg & phenylephrine 12mg powder,83770020,PNC004
32963,prodcode,Lemsip lemcap Capsule (Reckitt Benckiser Healthcare (UK) Ltd),81927020,PNC004
32970,prodcode,Paracets 500mg capsules (Sussex Pharmaceutical Ltd),81823020,PNC004
32993,prodcode,Children's Lemsip Cold & Flu Blackcurrant oral powder sachets (Reckitt Benckiser Healthcare (UK) Ltd),87940020,PNC004
33042,prodcode,Lemsip children's six plus cold and flu relief 240mg+2.5mg Sachets (Reckitt Benckiser Healthcare (UK) Ltd),55076020,PNC004
33060,prodcode,Paracetamol Plus tablets (Zentiva),59584020,PNC004
33104,prodcode,Paraclear 500mg Soluble tablet (Roche Consumer Health),82151020,PNC004
33139,prodcode,Anadin maximum strength Capsule (Wyeth Consumer Healthcare),73482020,PNC004
33230,prodcode,Promethazine hydrochloride 1.5mg with paracetamol 120mg/5ml oral solution,71668020,PNC004
33260,prodcode,Paracetamol with codeine with hyoscine & caffeine tablet,73509020,PNC004
33308,prodcode,Butazone 100mg Tablet (DDSA Pharmaceuticals Ltd),65712020,PNC004
33321,prodcode,Indometacin 50mg capsules (Actavis UK Ltd),49855020,PNC004
33340,prodcode,Co-dydramol 10mg+500mg/5ml Liquid (Rosemont Pharmaceuticals Ltd),70228020,PNC004
33357,prodcode,Pacifene 200mg tablets (Sussex Pharmaceutical Ltd),64641020,PNC004
33386,prodcode,Paracetamol 120mg/5ml oral suspension paediatric (A A H Pharmaceuticals Ltd),51550020,PNC004
33495,prodcode,BUCLIZINE HYD/CODEINE PHOS/PARACET / COD 6.25 MG TAB,3002007,PNC004
33589,prodcode,Ibuprofen 400mg tablets (Thornton & Ross Ltd),57305020,PNC004
33614,prodcode,Obimol 500mg Tablet (Ayrton Saunders Ltd),82536020,PNC004
33643,prodcode,Co-codamol 8mg+500mg Tablet (Family Health),60674020,PNC004
33647,prodcode,Co-proxamol 32.5mg/325mg tablets (A A H Pharmaceuticals Ltd),49376020,PNC004
33653,prodcode,Co-codamol 8mg/500mg tablets (IVAX Pharmaceuticals UK Ltd),49328020,PNC004
33654,prodcode,Dihydrocodeine 30mg tablets (Wockhardt UK Ltd),49539020,PNC004
33666,prodcode,Paracetamol 500mg tablets (Actavis UK Ltd),54295020,PNC004
33679,prodcode,Co-codamol 8mg/500mg tablets (Zentiva),49336020,PNC004
33687,prodcode,Paracetamol 250mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),60443020,PNC004
33688,prodcode,Co-codamol 30mg/500mg effervescent tablets (Fannin UK Ltd),65467020,PNC004
33704,prodcode,Ibuprofen 100mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),63505020,PNC004
33710,prodcode,Paracetamol 500mg caplets (A A H Pharmaceuticals Ltd),67294020,PNC004
33743,prodcode,Dihydrocodeine with paracetamol 7.46mg with 500mg effervescent tablets,89813020,PNC004
33785,prodcode,Galprofen 200mg tablets (Galpharm International Ltd),83372020,PNC004
33801,prodcode,Opustan 250mg Capsule (Opus Pharmaceuticals Ltd),78352020,PNC004
33826,prodcode,Paracetamol 500mg Tablet (Teva UK Ltd),53415020,PNC004
33838,prodcode,Doans extra strength Tablet (Novartis Consumer Health UK Ltd),73401020,PNC004
33935,prodcode,Nurofen Maximum Strength Migraine Pain 684mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),90475020,PNC004
33954,prodcode,Promethazine hydrochloride 50mg with pethidine 100mg/2ml injection,79285020,PNC004
33961,prodcode,Co-codamol 30mg/500mg capsules (IVAX Pharmaceuticals UK Ltd),71396020,PNC004
33994,prodcode,Diclofenac sodium 25mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd),53791020,PNC004
33995,prodcode,Co-proxamol 32.5/325 Tablet (Berk Pharmaceuticals Ltd),49365020,PNC004
34008,prodcode,Dihydrocodeine 30mg tablets (IVAX Pharmaceuticals UK Ltd),53798020,PNC004
34022,prodcode,Co-proxamol 32.5mg/325mg tablets (Teva UK Ltd),55237020,PNC004
34065,prodcode,Tramadol sr 150mg Modified-release tablet (Winthrop Pharmaceuticals Ltd),65707020,PNC004
34073,prodcode,Collins 1.5mg/5ml elixir (Collins Elixir Co),79799020,PNC004
34090,prodcode,Codeine Oral solution (Berk Pharmaceuticals Ltd),49427020,PNC004
34091,prodcode,Diclofenac sodium 25mg gastro-resistant tablets (Sandoz Ltd),51270020,PNC004
34152,prodcode,Codeine 15mg/5ml Oral solution (Celltech Pharma Europe Ltd),49471020,PNC004
34164,prodcode,Paracetamol 500mg soluble tablets (Fannin UK Ltd),65470020,PNC004
34172,prodcode,Codeine 15mg/5ml Oral solution (William Ransom),61856020,PNC004
34176,prodcode,Codeine 15mg/5ml Oral solution (Rusco Ltd),62214020,PNC004
34190,prodcode,Indometacin 75mg modified-release capsules (A A H Pharmaceuticals Ltd),59891020,PNC004
34199,prodcode,Indometacin 100mg suppositories (Actavis UK Ltd),49856020,PNC004
34209,prodcode,Paracetamol 500mg/5ml Oral suspension sugar free (Rosemont Pharmaceuticals Ltd),50186020,PNC004
34229,prodcode,Co-codamol 8mg+500mg Dispersible tablet (Rhone-Poulenc Rorer Ltd),56031020,PNC004
34235,prodcode,Paracetamol 120mg Suppository (Penn Pharmaceuticals Ltd),54292020,PNC004
34257,prodcode,Co-codamol 8mg/500mg effervescent tablets (Mylan Ltd),59021020,PNC004
34260,prodcode,Tramadol sr 100mg Modified-release tablet (Winthrop Pharmaceuticals Ltd),65703020,PNC004
34264,prodcode,Co-codamol 30mg/500mg tablets (IVAX Pharmaceuticals UK Ltd),66696020,PNC004
34266,prodcode,Tixymol 120mg/5ml Oral suspension (Novartis Consumer Health UK Ltd),57285020,PNC004
34271,prodcode,Diclofenac sodium 100mg modified-release tablets (A A H Pharmaceuticals Ltd),60405020,PNC004
34281,prodcode,Tramadol sr 200mg Modified-release tablet (Winthrop Pharmaceuticals Ltd),65711020,PNC004
34289,prodcode,Naproxen 250mg gastro-resistant tablets (Mylan Ltd),59490020,PNC004
34290,prodcode,Naproxen 250mg gastro-resistant tablets (Teva UK Ltd),53361020,PNC004
34305,prodcode,Paracetamol 500mg Tablet (M & A Pharmachem Ltd),63640020,PNC004
34319,prodcode,Co-proxamol 32.5mg/325mg tablets (Zentiva),49379020,PNC004
34348,prodcode,Codeine 15mg tablets (A A H Pharmaceuticals Ltd),49483020,PNC004
34349,prodcode,Co-proxamol 32.5mg/325mg tablets (IVAX Pharmaceuticals UK Ltd),57798020,PNC004
34350,prodcode,Paracetamol 500mg Tablet (Celltech Pharma Europe Ltd),50175020,PNC004
34354,prodcode,Ibuprofen 200mg tablets (Vantage),56266020,PNC004
34359,prodcode,Ibuprofen 400mg tablets (Vantage),56114020,PNC004
34373,prodcode,Codeine Oral solution (Co-operative),54018020,PNC004
34383,prodcode,Codeine 30mg tablets (A A H Pharmaceuticals Ltd),49485020,PNC004
34396,prodcode,Paracetamol 500mg Tablet (Family Health),51557020,PNC004
34397,prodcode,Co-proxamol 32.5mg+325mg Tablet (M & A Pharmachem Ltd),63582020,PNC004
34409,prodcode,Paracetamol 500mg Tablet (Co-operative),54028020,PNC004
34422,prodcode,Tramadol 50mg capsules (Actavis UK Ltd),57153020,PNC004
34425,prodcode,Ibuprofen 400mg Tablet (Family Health),53852020,PNC004
34437,prodcode,Codeine 15mg/5ml Oral solution (Nucare Plc),67010020,PNC004
34438,prodcode,Mefenamic acid 250mg capsules (A A H Pharmaceuticals Ltd),50007020,PNC004
34440,prodcode,Dihydrocodeine 30mg tablets (A A H Pharmaceuticals Ltd),49549020,PNC004
34444,prodcode,Codeine 15mg tablets (Wockhardt UK Ltd),49431020,PNC004
34447,prodcode,Ibuprofen 200mg tablets (Thornton & Ross Ltd),57304020,PNC004
34468,prodcode,Co-proxamol 32.5mg/325mg tablets (Sandoz Ltd),59367020,PNC004
34477,prodcode,Morphine sulfate 10mg/5ml oral solution (Martindale Pharmaceuticals Ltd),63736020,PNC004
34487,prodcode,Diclofenac sodium 50mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd),53792020,PNC004
34489,prodcode,Diamorphine hydrochloride 10mg Injection (Hillcross Pharmaceuticals Ltd),49497020,PNC004
34495,prodcode,Co-codamol 8mg/500mg tablets (Mylan Ltd),59020020,PNC004
34497,prodcode,Co-codamol 8mg+500mg Tablet (Berk Pharmaceuticals Ltd),49320020,PNC004
34500,prodcode,Paracetamol 500mg tablets (Kent Pharmaceuticals Ltd),61746020,PNC004
34518,prodcode,Co-codamol 8mg/500mg tablets (A A H Pharmaceuticals Ltd),49331020,PNC004
34521,prodcode,Tramadol 50mg capsules (A A H Pharmaceuticals Ltd),60506020,PNC004
34527,prodcode,Ibuprofen 200mg tablets (Zentiva),59965020,PNC004
34536,prodcode,Ibuprofen 400mg tablets (IVAX Pharmaceuticals UK Ltd),57812020,PNC004
34546,prodcode,Co-proxamol 32.5mg+325mg Tablet (Neo Laboratories Ltd),62885020,PNC004
34550,prodcode,Ibuprofen 400mg tablets film coated (Actavis UK Ltd),69005020,PNC004
34552,prodcode,Codeine 30mg tablets (Actavis UK Ltd),49478020,PNC004
34554,prodcode,Co-proxamol 32.5/325 Tablet (C P Pharmaceuticals Ltd),49368020,PNC004
34570,prodcode,Tramadol 50mg capsules (Teva UK Ltd),59770020,PNC004
34579,prodcode,Dihydrocodeine 30mg tablets (Actavis UK Ltd),49542020,PNC004
34595,prodcode,Mefenamic acid 500mg tablets (Zentiva),60066020,PNC004
34597,prodcode,Co-proxamol 32.5mg/325mg tablets (Kent Pharmaceuticals Ltd),62331020,PNC004
34610,prodcode,Naproxen 500mg gastro-resistant tablets (Mylan Ltd),59491020,PNC004
34616,prodcode,Piroxicam 0.5% gel (A A H Pharmaceuticals Ltd),65869020,PNC004
34621,prodcode,Ibuprofen 200mg Tablet (Nucare Plc),66405020,PNC004
34639,prodcode,Tramadol 50mg capsules (Genus Pharmaceuticals Ltd),57229020,PNC004
34662,prodcode,Dihydrocodeine 30mg tablets (Mylan Ltd),59895020,PNC004
34663,prodcode,Ibuprofen 100mg/5ml Oral suspension (Neo Laboratories Ltd),68074020,PNC004
34667,prodcode,Co-codamol 30mg/500mg tablets (A A H Pharmaceuticals Ltd),56463020,PNC004
34669,prodcode,Paracetamol 500mg capsules (Zentiva),50181020,PNC004
34678,prodcode,Paracetamol 120mg/5ml oral solution paediatric (Thornton & Ross Ltd),53119020,PNC004
34700,prodcode,Paracetamol 250mg/5ml oral suspension sugar free (Pinewood Healthcare),61580020,PNC004
34718,prodcode,Paracetamol 120mg/5ml oral suspension sugar free,57214020,PNC004
34725,prodcode,Flurbiprofen 50mg Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd),55428020,PNC004
34729,prodcode,Ibuprofen 400mg tablets (OBG Pharmaceuticals Ltd),62386020,PNC004
34730,prodcode,Dihydrocodeine 30mg Tablet (Berk Pharmaceuticals Ltd),49536020,PNC004
34737,prodcode,Co-dydramol 10mg/500mg tablets (Teva UK Ltd),54661020,PNC004
34738,prodcode,Naproxen 250mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),60413020,PNC004
34743,prodcode,Naproxen 500mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),49089020,PNC004
34757,prodcode,Ibuprofen 400mg Tablet (Unichem),59877020,PNC004
34761,prodcode,Paracetamol 120mg/5ml Oral solution (Teva UK Ltd),53414020,PNC004
34769,prodcode,Naproxen 500mg tablets (A A H Pharmaceuticals Ltd),49088020,PNC004
34771,prodcode,Morphine sulphate 30mg/ml Injection (Celltech Pharma Europe Ltd),50378020,PNC004
34784,prodcode,Co-codamol 8mg/500mg effervescent tablets (Sandoz Ltd),59364020,PNC004
34786,prodcode,Diamorphine 10mg powder for solution for injection ampoules (Novartis Vaccines and Diagnostics Ltd),49452020,PNC004
34787,prodcode,Diamorphine 30mg powder for solution for injection ampoules (Novartis Vaccines and Diagnostics Ltd),49453020,PNC004
34789,prodcode,Codeine 30mg tablets (Kent Pharmaceuticals Ltd),65481020,PNC004
34793,prodcode,Mefenamic acid 250mg capsules (Zentiva),60065020,PNC004
34808,prodcode,Tramadol 50mg capsules (PLIVA Pharma Ltd),61634020,PNC004
34815,prodcode,Co-codamol 8mg/500mg tablets (Kent Pharmaceuticals Ltd),63355020,PNC004
34840,prodcode,Co-codamol 30mg/500mg tablets (Almus Pharmaceuticals Ltd),67663020,PNC004
34845,prodcode,Co-codamol 30mg/500mg effervescent tablets (Zentiva),66914020,PNC004
34850,prodcode,Ibuprofen 600mg tablets (Teva UK Ltd),53364020,PNC004
34858,prodcode,Paracetamol Capsule (Co-operative),54029020,PNC004
34861,prodcode,Paracetamol 120mg suppositories (Martindale Pharmaceuticals Ltd),56086020,PNC004
34865,prodcode,Co-codamol 8mg+500mg Tablet (C P Pharmaceuticals Ltd),49324020,PNC004
34889,prodcode,Ibuprofen 400mg Tablet (Celltech Pharma Europe Ltd),49829020,PNC004
34898,prodcode,Mefenamic acid 250mg Capsule (Berk Pharmaceuticals Ltd),49994020,PNC004
34910,prodcode,Mefenamic acid 500mg Tablet (Berk Pharmaceuticals Ltd),49995020,PNC004
34911,prodcode,Ibuprofen 200mg Tablet (Celltech Pharma Europe Ltd),49827020,PNC004
34920,prodcode,Co-dydramol 10mg+500mg Tablet (Berk Pharmaceuticals Ltd),49340020,PNC004
34924,prodcode,Mefenamic acid 250mg Capsule (Teva UK Ltd),55454020,PNC004
34931,prodcode,Ibuprofen 200mg Tablet (Regent Laboratories Ltd),62843020,PNC004
34939,prodcode,Co-dydramol 10mg+500mg Tablet (Duncan Flockhart Ltd),55837020,PNC004
34954,prodcode,Paracetamol 500mg tablets (Aspar Pharmaceuticals Ltd),62938020,PNC004
34961,prodcode,Ibuprofen 600mg tablets (Sandoz Ltd),59472020,PNC004
34968,prodcode,Co-codamol 8mg/500mg tablets (Teva UK Ltd),55234020,PNC004
34980,prodcode,Ibuprofen 200mg tablets sugar coated (Actavis UK Ltd),53948020,PNC004
35038,prodcode,OxyNorm 20mg/2ml solution for injection ampoules (Napp Pharmaceuticals Ltd),92091020,PNC004
35085,prodcode,Oxycodone 20mg/2ml solution for injection ampoules,92087020,PNC004
35093,prodcode,Morphine sulfate 50mg/50ml solution for infusion vials,90415020,PNC004
35265,prodcode,Nurofen for children 3 months to 9 years 100mg/5ml Oral suspension (Reckitt Benckiser Healthcare (UK) Ltd),93625020,PNC004
35292,prodcode,Nurofen 200mg liquid capsules (Reckitt Benckiser Healthcare (UK) Ltd),93690020,PNC004
35341,prodcode,Oxycodone 10mg/1ml solution for injection ampoules,92085020,PNC004
35347,prodcode,Tramadol 24 Modified-release tablet,92192020,PNC004
35438,prodcode,Tramquel SR 100mg capsules (Beechmere Pharmaceuticals Ltd),93712020,PNC004
35651,prodcode,Tradorec XL 200mg tablets (Endo Ventures Ltd),92196020,PNC004
35653,prodcode,Etopan XL 600mg tablets (Ranbaxy (UK) Ltd),91953020,PNC004
35656,prodcode,Tradorec XL 100mg tablets (Endo Ventures Ltd),92194020,PNC004
35679,prodcode,Paracetamol 500mg Tablet (Nucare Plc),67535020,PNC004
35711,prodcode,Dicloflex 25mg gastro-resistant tablets (Teva UK Ltd),92493020,PNC004
35749,prodcode,Radian B Ibuprofen Massage stick (Thornton & Ross Ltd),88962020,PNC004
35792,prodcode,Codeine 25mg/5ml oral solution (Thornton & Ross Ltd),50970020,PNC004
35800,prodcode,Mandanol Infant paracetamol 120mg/5ml oral suspension (M & A Pharmachem Ltd),58107020,PNC004
35806,prodcode,Larapam SR 100mg tablets (Sandoz Ltd),88985020,PNC004
35857,prodcode,Tixylix Night Cough oral solution (Novartis Consumer Health UK Ltd),91410020,PNC004
35890,prodcode,Nurofen 200mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),93688020,PNC004
35893,prodcode,Dicloflex Retard 100mg tablets (Almus Pharmaceuticals Ltd),91115020,PNC004
35935,prodcode,Meloxicam 7.5mg tablets (Somex Pharma),72118020,PNC004
35965,prodcode,Medocodene 30mg/500mg effervescent tablets (Mylan Ltd),89662020,PNC004
35967,prodcode,Paramed Extra Power Pain Control tablets (Galpharm International Ltd),92507020,PNC004
35968,prodcode,Matrifen 25micrograms/hour transdermal patches (Teva UK Ltd),92585020,PNC004
36019,prodcode,Co-dydramol 10mg+500mg Tablet (M & A Pharmachem Ltd),63577020,PNC004
36035,prodcode,Tradorec XL 300mg tablets (Endo Ventures Ltd),92198020,PNC004
36040,prodcode,Matrifen 100micrograms/hour transdermal patches (Teva UK Ltd),92593020,PNC004
36152,prodcode,Propain caplets (Ceuta Healthcare Ltd),90897020,PNC004
36211,prodcode,Matrifen 50micrograms/hour transdermal patches (Teva UK Ltd),92587020,PNC004
36260,prodcode,Mendys 250mg Capsule (Kent Pharmaceuticals Ltd),85863020,PNC004
36472,prodcode,Paracetamol 500 mg+ pentazocine 15mg tablet,66011020,PNC004
36486,prodcode,Econac XL 100mg tablets (AMCo),87664020,PNC004
36488,prodcode,Co-codamol 30mg/500mg capsules (Mylan Ltd),71799020,PNC004
36597,prodcode,Hedex Ibuprofen 200mg tablets (Omega Pharma Ltd),82132020,PNC004
36606,prodcode,Manorfen 400mg tablets (The Manor Drug Company (Nottingham) Ltd),83343020,PNC004
36608,prodcode,Co-codamol Effervescent tablet (A A H Pharmaceuticals Ltd),56226020,PNC004
36650,prodcode,Nurofen 200mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),93686020,PNC004
36697,prodcode,Mabron 200mg modified-release tablets (Morningside Healthcare Ltd),90623020,PNC004
36732,prodcode,Tramadol 50mg modified-release tablets,93848020,PNC004
36754,prodcode,Paracetamol 500mg soluble tablets (A A H Pharmaceuticals Ltd),66075020,PNC004
36787,prodcode,Nurofen Express 684mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),93922020,PNC004
36873,prodcode,Zydol SR 50mg tablets (Grunenthal Ltd),93850020,PNC004
36929,prodcode,Calpol Night oral solution (McNeil Products Ltd),93702020,PNC004
36945,prodcode,Mandanol 6+ paracetamol 250mg/5ml oral suspension (M & A Pharmachem Ltd),55159020,PNC004
36949,prodcode,Tramquel SR 50mg capsules (Beechmere Pharmaceuticals Ltd),93710020,PNC004
36993,prodcode,Co-codamol 30mg/500mg capsules (Teva UK Ltd),71989020,PNC004
36994,prodcode,Methadone 5mg/ml oral solution,93940020,PNC004
37002,prodcode,Nurofen Express 200mg liquid capsules (Reckitt Benckiser Healthcare (UK) Ltd),93924020,PNC004
37020,prodcode,Tramadol 150mg modified-release tablets,90668020,PNC004
37021,prodcode,Tramadol 200mg modified-release tablets,90670020,PNC004
37053,prodcode,Migrafen 200mg tablets (Chatfield Laboratories),82155020,PNC004
37094,prodcode,Cuprofen 200mg tablets (SSL International Plc),93812020,PNC004
37253,prodcode,Anadin ultra double strength 400mg Capsule (Wyeth Consumer Healthcare),91330020,PNC004
37291,prodcode,Co-dydramol 10mg/500mg tablets (Ranbaxy (UK) Ltd),60085020,PNC004
37298,prodcode,"PARACETAMOL,CAFFEINE,CODEINE & NICOTINAM TAB",2134007,PNC004
37348,prodcode,"Codeine phosphate with paracetamol, doxylamine and caffeine 10mg with 450mg with 5mg with 30mg tablets",71809020,PNC004
37411,prodcode,Paldesic paracetamol 250mg/5ml oral suspension (Rosemont Pharmaceuticals Ltd),76381020,PNC004
37553,prodcode,Ibucalm 400mg tablets (Aspar Pharmaceuticals Ltd),94475020,PNC004
37562,prodcode,Arcoxia 30mg tablets (Grunenthal Ltd),94524020,PNC004
37587,prodcode,Etoricoxib 30mg tablets,94522020,PNC004
37648,prodcode,Nurofen Express 400mg liquid capsules (Reckitt Benckiser Healthcare (UK) Ltd),93920020,PNC004
37703,prodcode,Pethidine 50mg/1ml solution for injection ampoules (AMCo),72617020,PNC004
37719,prodcode,Fentalis Reservoir 100micrograms/hour transdermal patches (Sandoz Ltd),94499020,PNC004
37731,prodcode,Nurofen Express 342mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),93916020,PNC004
37750,prodcode,Piroxicam 20mg capsules (Mylan Ltd),60589020,PNC004
37763,prodcode,Diclofenac 75mg/2ml solution for injection vials,94477020,PNC004
37779,prodcode,Fentalis Reservoir 25micrograms/hour transdermal patches (Sandoz Ltd),94493020,PNC004
37801,prodcode,Pregabalin 225mg capsules,94315020,PNC004
37816,prodcode,Cuprofen PLUS tablets (SSL International Plc),87860020,PNC004
37831,prodcode,Mabron 100mg modified-release tablets (Morningside Healthcare Ltd),90615020,PNC004
37867,prodcode,Tramadol (roi) Tablet,92641020,PNC004
37904,prodcode,Co-codamol 12.8mg/500mg tablets,94749020,PNC004
37923,prodcode,Fentalis Reservoir 50micrograms/hour transdermal patches (Sandoz Ltd),94495020,PNC004
37928,prodcode,Matrifen 12micrograms/hour transdermal patches (Teva UK Ltd),92583020,PNC004
37954,prodcode,Mezolar Matrix 12micrograms/hour transdermal patches (Sandoz Ltd),94501020,PNC004
37960,prodcode,Osmach 50micrograms/hour transdermal patches (Teva UK Ltd),94639020,PNC004
37968,prodcode,Fentanyl 40micrograms/dose transdermal system,94469020,PNC004
37979,prodcode,Acupan 30mg tablets (Meda Pharmaceuticals Ltd),94843020,PNC004
38013,prodcode,Pethidine 50mg capsules,94823020,PNC004
38031,prodcode,Mezolar Matrix 25micrograms/hour transdermal patches (Sandoz Ltd),94503020,PNC004
38032,prodcode,Paracetamol 500mg capsules (Teva UK Ltd),72716020,PNC004
38085,prodcode,Paracetamol 500mg with codeine phosphate 10mg capsule,81312020,PNC004
38088,prodcode,Paracetamol 500mg with codeine phosphate 30 mg tablet,68500020,PNC004
38092,prodcode,Pentazocine 30mg/ml Injection (Sterwin Medicines),60096020,PNC004
38103,prodcode,Pethidine 25mg Tablet (Roche Products Ltd),53205020,PNC004
38122,prodcode,Paracetamol 330mg with caffeine 30mg tablet,73702020,PNC004
38196,prodcode,Larapam SR 200mg tablets (Sandoz Ltd),88989020,PNC004
38293,prodcode,Lyrica 225mg capsules (Pfizer Ltd),94317020,PNC004
38299,prodcode,CalCold Six Plus oral solution (McNeil Products Ltd),94138020,PNC004
38301,prodcode,Cyclizine 30mg with dipipanone 10mg tablets,61671020,PNC004
38323,prodcode,Paracetamol 120mg/5ml Oral solution sugar free (A A H Pharmaceuticals Ltd),65251020,PNC004
38326,prodcode,Mezolar Matrix 75micrograms/hour transdermal patches (Sandoz Ltd),94507020,PNC004
38332,prodcode,Ibucalm 200mg tablets (Aspar Pharmaceuticals Ltd),94471020,PNC004
38351,prodcode,Matrifen 75micrograms/hour transdermal patches (Teva UK Ltd),92589020,PNC004
38363,prodcode,Codeine phosphate 12.8mg with paracetamol 500mg tablets,94751020,PNC004
38365,prodcode,Fentalis Reservoir 75micrograms/hour transdermal patches (Sandoz Ltd),94497020,PNC004
38430,prodcode,Co-dydramol 10mg+500mg Tablet (Merck Generics (UK) Ltd),58864020,PNC004
38493,prodcode,Anadin Joint Pain 200mg tablets (Pfizer Consumer Healthcare Ltd),94461020,PNC004
38511,prodcode,Feminax Ultra 250mg gastro-resistant tablets (Bayer Plc),94811020,PNC004
38521,prodcode,Dihydrocodeine 30mg tablets (Teva UK Ltd),54628020,PNC004
38527,prodcode,Proflex Pain Relief 5% cream (Novartis Consumer Health UK Ltd),94663020,PNC004
38528,prodcode,Tramadol 50mg Capsule (Tillomed Laboratories Ltd),66344020,PNC004
38553,prodcode,Mezolar Matrix 100micrograms/hour transdermal patches (Sandoz Ltd),94509020,PNC004
38770,prodcode,Lodine SR 600mg tablets (Almirall Ltd),95557020,PNC004
38817,prodcode,Diclofenac potassium 12.5mg tablets,95565020,PNC004
38874,prodcode,Zamadol 100mg/2ml solution for injection ampoules (Meda Pharmaceuticals Ltd),83120020,PNC004
38881,prodcode,Diclomax SR 75mg capsules (Galen Ltd),95549020,PNC004
